"% Crown Consumed (crown volume completely consumed by fire)","% Crown Scorch (crown volume scorched/singed by the fire)","% Green Crown (% of crown area green at time of assessment)","% Trunk Burn",Address,"Address Number","Address Street","Affected Parts of the Tree",Archived,"Area of New Growth",City,Code,"Common Name",Condition,"Critical Root Zone(CRZ)","Crown Light Exposure","Crown Width (width of canopy, measured)","CRZ Ratio",Cultivar,"Data Source","Date Added","Date of Assessment","Date Planted",DBH,"DBH Range","DBH Stem 1","DBH Stem 2","DBH Stem 3","DBH Stem 4","DBH Stem 5","DBH Stem 6","Distance from Nearest Burned Structure","East Canopy Length (in.)",Family,Funder,Genus,Geometry,"GPS Latitude - (Hand Held Unit)","GPS Longitude - (Hand Held Unit)","Grant Cycle","Green Infrastructure Type","Growing Space","Has Ecobenefits","Height Range","Height to Crown Base (measurement to lowest lateral branch)","Impervious Area","Infection Severity","Inspection Cycle","Installed Irrigation","Irrigation type",Jurisdiction,"Jurisdiction (temp)","Land Use","Last Inspection","Last Modified","Last Modified User","Last Watered","Latin Name",Latitude,"Location Description",Longitude,"Maintenance Comments","Measument (A) - Distance from Eye level to Ground (ft.)","Measurment (B) - Distance from You to Trunk (ft.)","Measurment (C) - Clinometer Angle","New Fungal Activity","New Insect Activity","Next Inspection","North Canopy Length (in.)",Notes,"Number of Stems",Observations,"Paid for by","Park Name","Percent Dieback (%)",Photos,"Planting Site Width","Possible Infection?","Presence of Insulating Bark","Primary ID","Project Name","Property Address","Recovery Potential with Interventions",Size,"South Canopy Length (in.)",Status,"Structural Damage to Branches","Structures Burned","Survival Potential","Temperature Outside Tree Shade (F)","Temperature Under Tree Shade (F)","TPZ Ratio","Tree Assessor Name","Tree Comments","Tree Height (Estimated)","Tree Number","Tree Protection Zone(TPZ)","Tree Work","Trunk Burn Severity","Trunk Cambium Health",Understory,User,Watering,"Weather Conditions","West Canopy Length (in.)",Wires
,,,,"988 Wapello Street",988,"Wapello Street",,No,,Altadena,,"Property - Not Visited",,,,,,,,10/9/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000FC5498ABEE1469C12DA01F69BCF04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.197978792248,,-118.12908295427,,,,,,,,,,1,,,,,,,,,65592,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,"Deodor Cedar",,1,,,,,,Marian,,,,
,,,,"588 Wapello Street",588,"Wapello Street",,No,,Altadena,,"Property - Not Visited",,,,,,,,10/9/2025,,,,N/A,,,,,,,,,,,,0101000020110F00001CA490DD211569C1C6657756CCF04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.19821546795,,-118.13276210837,,,,,,,,,,1,,,,,,,,,65591,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,"Sycamore and palm",,1,,,,,,Marian,,,,
,,,,"2344 Pinecrest Drive",2344,"Pinecrest Drive",,No,,Altadena,,"Property - Not Visited",,,,,,,,10/9/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000BF3A5C25B41369C12F23D579E3EE4E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.190950718286,,-118.10647959147,,,,,,,,,,1,,,,,,,,,65590,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"2261 Mar Vista Avenue",2261,"Mar Vista Avenue",,No,,Altadena,,"Property - Not Visited",,,,,,,,10/9/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000405143CFDA1469C165BB72363CED4E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.184660293999,,-118.12765566263,,,,,,,,,,1,,,,,,,,,65589,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"2393 Tanoble Drive",2393,"Tanoble Drive",,No,,Altadena,,"Property - Not Visited",,,,,,,,10/9/2025,,,,N/A,,,,,,,,,,,,0101000020110F00005324CD662D1469C12712068AD7ED4E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.186968768719,,-118.11519365427,,,,,,,,,,1,,,,,,,,,65588,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,"Pacific madrone, magnolia , palm, peach cypress",,1,,,,,,Marian,,,,
,,,,"406 Wapello Street",406,"Wapello Street",,No,,Altadena,,"Property - Not Visited",,,,,,,,10/9/2025,,,,N/A,,,,,,,,,,,,0101000020110F000000145F474F1569C1A6AAD2EC2DF14E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.199665593148,,-118.13602574573,,,,,,,,,,1,,,,,,,,,65587,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,"2 sycamores, 2 apricots, 1 apple, 1 Meyer Lemon, 1 pomegranate, 1 plum, 2 orange, 1 tangerine, 1 tangelo, 1 Deodora",,1,,,,,,Marian,,,,
,,,,"636 Wapello Street",636,"Wapello Street",,No,,Altadena,,"Property - Not Visited",,,,,,,,10/9/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000C3FC2546141569C11CD841ADBEF04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.198012467048,,-118.13178535427,,,,,,,,,,1,,,,,,,,,65586,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,"3	Oaks",,1,,,,,,Marian,,,,
,,,,"341 Marathon Road",341,"Marathon Road",,No,,Altadena,,"Property - Not Visited",,,,,,,,10/9/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000768EDF4E6D1569C1A6A58CCEC0F04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.198044119407,,-118.13818380837,,,,,,,,,,1,,,,,,,,,65585,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,"Maple, almond, apple",,1,,,,,,Marian,,,,
,,,,"1780 East Loma Alta Drive",1780,"East Loma Alta Drive",,No,,Altadena,,"Property - Not Visited",,,,,,,,10/9/2025,,,,N/A,,,,,,,,,,,,0101000020110F000008563C58151469C1C3A2C938A3EF4E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.193800240213,,-118.1134648,,,,,,,,,,1,,,,,,,,,65584,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,"Oak, small pine, acacia, pomegranate (all in front yard) avocado (small, in front), plumeria and magnolia (in back, along the west wall), pistachio, peach and kefir lime (near the back, below the pool). I also have a very large avocado and an old orange in the way back but those roots are likely deep enough that they are fine. ",,1,,,,,,Marian,,,,
,,,,"2479 Highland Avenue",2479,"Highland Avenue",,No,,Altadena,HAHE,"Pink Trumpet Tree",Good,,,,,,,10/8/2025,,,8,6-12in,,,,,,,,4,Bignoniaceae,,,0101000020110F000096F6AA19B01469C15193F29D3AEE4E41,,,,,,Yes,N/A,,,,,,,,,,,10/9/2025,Marian,,"Handroanthus heptaphyllus",34.188441238534,,-118.12458634525,,,,,,,,5,,1,,,,,image.jpg_pg_68e6adf4ad2cc.jpg,,,,65581,"Altadena Tree Protection: Properties Served",,,,7,Alive,,,,,,,,,,1,,,,,,Dulce,,,7,
,,,,"2479 Highland Avenue",2479,"Highland Avenue",,No,,Altadena,HAHE,"Pink Trumpet Tree",Good,,,,,,,10/8/2025,,,4,3-6in,,,,,,,,3,Bignoniaceae,,,0101000020110F00000C76D6DCAF1469C138DF6D583EEE4E41,,,,,,Yes,N/A,,,,,,,,,,,10/9/2025,Marian,,"Handroanthus heptaphyllus",34.188496649229,,-118.12456926882,,,,,,,,2,,1,,,,,image.jpg_pg_68e6ad75618a6.jpg,,,,65580,"Altadena Tree Protection: Properties Served",,,,2,Alive,,,,,,,,,,1,,,,,,Dulce,,,1,
,,,,"2478 Highland Avenue",2478,"Highland Avenue",,No,,Altadena,LAIN,"Common crapemyrtle",Poor,,,,,,,10/8/2025,,,18,18-24in,,,,,,,,6,Lythraceae,,Lagerstroemia,0101000020110F00003A979864A91469C1770DF36039EE4E41,,,,,,Yes,N/A,,,,,,,,,,,10/9/2025,Marian,,"Lagerstroemia indica",34.188422835776,,-118.12410432281,,,,,,,,7,,1,,,,,image.jpg_pg_68e6a0e56ef8a.jpg,,,,65579,"Altadena Tree Protection: Properties Served",,,,5,Alive,,,,,,,,,,1,,,,,,Dulce,,,5,
,,,,"2478 Highland Avenue",2478,"Highland Avenue",,No,,Altadena,SCTE,"Brazilian pepper",Poor,,,,,,,10/8/2025,,,80,>30in,,,,,,,,12,,,Schinus,0101000020110F00005C3BDF9EAC1469C1ECFCE20E39EE4E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Schinus terebinthifolius",34.188418071769,,-118.12433627791,,,,,,,,9,,1,,,,,image.jpg_pg_68e6a0296ccb5.jpg,,,,65578,"Altadena Tree Protection: Properties Served",,,,14,Alive,,,,,,,,,,1,,,,,,Dulce,,,22,
,,,,"2478 Highland Avenue",2478,"Highland Avenue",,No,,Altadena,MA1,"Magnolia species ",Fair,,,,,,,10/8/2025,,,92,>30in,,,,,,,,21,Magnoliaceae,,,0101000020110F00009CF63B31AD1469C15ECE796D3EEE4E41,,,,,,Yes,N/A,,,,,,,,,,,10/9/2025,Marian,,Magnolia,34.188497871052,,-118.12437736523,,,,,,,,14,,1,,,,,image.jpg_pg_68e69f28a16a0.jpg,,,,65577,"Altadena Tree Protection: Properties Served",,,,23,Alive,,,,,,,,,,1,,,,,,Dulce,,,17,
,,,,"353 West Terrace Street",353,"West Terrace Street",,No,,Altadena,QUAG,"Coast live oak; California live oak",Good,,,,,,,10/8/2025,,,,N/A,,,,,,,,4,Fagaceae,,Quercus,0101000020110F0000753F31CB531669C18E14B01C29F04E41,,,,,,No,N/A,,,,,,,,,,10/8/2025,10/9/2025,Marian,,"Quercus agrifolia",34.195789916017,,-118.15474770889,,,,,,,,4,,1,,,,,image.jpg_pg_68e693fab5e96.jpg,,,,65576,"Altadena Tree Protection: Properties Served",,,,4,Alive,,,,,,,,125,,1,,,,,,Dulce,,,4,
,,,,"311 West Mariposa Street",311,"West Mariposa Street",,No,,Altadena,PRPE2,Peach,Poor,,,,,,,10/8/2025,,,3,3-6in,,,,,,,,4,Rosaceae,,Prunus,0101000020110F00000EBBBB654C1669C1D7A274E1E8EF4E41,,,,,,Yes,N/A,,,,,,,,,,10/8/2025,10/9/2025,Marian,,"Prunus persica",34.194835411532,,-118.15421617039,,,,,,,,6,,1,,,,,image.jpg_pg_68e68b6edc362.jpg,,,,65575,"Altadena Tree Protection: Properties Served",,,,4,Alive,,,,,,,,200,,1,,,,,,Dulce,,,4,
,,,,"311 West Mariposa Street",311,"West Mariposa Street",,No,,Altadena,ERJA,Loquat,Poor,,,,,,,10/8/2025,,,7.35,6-12in,3,3,4,4,2,,,10,Rosaceae,,,0101000020110F0000F91E36034D1669C12901E4A6E8EF4E41,,,,,,Yes,N/A,,,,,,,,,,10/8/2025,10/9/2025,Marian,,"Eriobotrya japonica",34.194832011906,,-118.1542603782,,,,,,,,6,,"Multiple Stems",,,,,image.jpg_pg_68e68af70d067.jpg,,,,65574,"Altadena Tree Protection: Properties Served",,,,5,Alive,,,,,,,,"300 gal",,1,,,,,,Dulce,,,8,
,,,,"2492 Highland Avenue",2492,"Highland Avenue",,No,,Altadena,PI2,Pine,Fair,,,,,,,10/8/2025,,,82,>30in,,,,,,,,13,,,Pinus,0101000020110F0000AE517156A71469C1E7AD35B64CEE4E41,,,,,,Yes,N/A,,,,,,,,,,,10/9/2025,Marian,,"Pinus  species",34.188710155748,,-118.12395661917,,,,,,,,20,,1,,,,,image.jpg_pg_68e68ae540fd7.jpg,,,,65573,"Altadena Tree Protection: Properties Served",,,,18,Alive,,,,,,,,,,1,,,,,,Dulce,,,22,
,,,,"2896 North Olive Avenue",2896,"North Olive Avenue",,No,,Altadena,PI2,Pine,Dead,,,,,,,10/7/2025,,,28,24-30in,,,,,,,,16,,,Pinus,0101000020110F00002799DED04D1669C1998A7F0DEFEF4E41,,,,,,Yes,N/A,,,,,,,,,,10/7/2025,10/9/2025,Marian,,"Pinus  species",34.194927131058,,-118.15431811127,,,,,,,,15,,1,,,,,image.jpg_pg_68e57a349fa4c.jpg,,,,65572,"Altadena Tree Protection: Properties Served",,,,19,Alive,,,,,,,,1000,,1,,,,,,Dulce,,,16,
,,,,"2896 North Olive Avenue",2896,"North Olive Avenue",,No,,Altadena,,"Elm species",Excellent,,,,,,,10/7/2025,,,18.87,18-24in,16,10,,,,,,5,,,,0101000020110F0000B8BFD2E6521669C1531E60B7F1EF4E41,,,,,,No,N/A,,,,,,,,,,10/7/2025,10/9/2025,Marian,,"Ulmus species",34.194966713162,,-118.1546836003,,,,,,,,10,,"Multiple Stems",,,,,image.jpg_pg_68e578a309b2e.jpg,,,,65571,"Altadena Tree Protection: Properties Served",,,,16,Alive,,,,,,,,"200 gal",,1,,,,,,Dulce,,,18,
,,,,"2896 North Olive Avenue",2896,"North Olive Avenue",,No,,Altadena,QUAG,"Coast live oak; California live oak",Poor,,,,,,,10/7/2025,,,14,12-18in,,,,,,,,15,Fagaceae,,Quercus,0101000020110F00001683140A521669C143F85148F0EF4E41,,,,,,Yes,N/A,,,,,,,,,,10/7/2025,10/9/2025,Marian,,"Quercus agrifolia",34.194945406075,,-118.15462163252,,,,,,,,5,,1,,,,,image.jpg_pg_68e5768483b1f.jpg,,,,65570,"Altadena Tree Protection: Properties Served",,,,21,Alive,,,,,,,,"300 gal",,1,,,,,,Dulce,,,7,
,,,,"2896 North Olive Avenue",2896,"North Olive Avenue",,No,,Altadena,,"Elm species",Good,,,,,,,10/7/2025,,,28,24-30in,,,,,,,,14,,,,0101000020110F0000EC5A56B5521669C184266074F4EF4E41,,,,,,No,N/A,,,,,,,,,,10/7/2025,10/9/2025,Marian,,"Ulmus species",34.195007405304,,-118.15466970844,,,,,,,,17,,1,,,,,image.jpg_pg_68e57285da7f2.jpg,,,,65569,"Altadena Tree Protection: Properties Served",,,,14,Alive,,,,,,,,"500 gal",,1,,,,,,Dulce,,,17,
,,,,"297 West Mariposa Street",297,"West Mariposa Street",,No,,Altadena,MA2,"Apple Species",,,,,,,,10/7/2025,,,5,3-6in,,,,,,,,5,,,Malus,0101000020110F00009E40DE4F481669C1219CE43BE4EF4E41,,,,,,Yes,N/A,,,,,,,,,,10/7/2025,10/9/2025,Marian,,"Malus ",34.194766358823,,-118.15392257144,,,,,,,,5,,1,,,,,image.jpg_pg_68e56f2e31066.jpg,,,,65567,"Altadena Tree Protection: Properties Served",,,,5,Alive,,,,,,,,250,,1,,,,,,Dulce,,,5,
,,,,"300 West Terrace Street",300,"West Terrace Street",,No,,Altadena,WAFI,"California palm",Fair,,,,,,,10/7/2025,,,11,6-12in,,,,,,,,12,Arecaceae,,Washingtonia,0101000020110F000052843F36491669C156F8DF54EAEF4E41,,,,,,Yes,N/A,,,,,,,,,,10/7/2025,10/9/2025,Marian,,"Washingtonia filifera",34.194856971972,,-118.15398724451,,,,,,,,12,,1,,,,,image.jpg_pg_68e56e36ca18b.jpg,,,,65566,"Altadena Tree Protection: Properties Served",,,,8,Alive,,,,,,,,125,,1,,,,,,Dulce,,,12,
,,,,"297 West Mariposa Street",297,"West Mariposa Street",,No,,Altadena,WAFI,"California palm",Fair,,,,,,,10/7/2025,,,11,6-12in,,,,,,,,9,Arecaceae,,Washingtonia,0101000020110F0000A8F20C5F491669C1A5B446A8E8EF4E41,,,,,,Yes,N/A,,,,,,,,,,10/7/2025,10/9/2025,Marian,,"Washingtonia filifera",34.194832092336,,-118.15399869872,,,,,,,,9,,1,,,,,image.jpg_pg_68e56dceed59e.jpg,,,,65565,"Altadena Tree Protection: Properties Served",,,,9,Alive,,,,,,,,125,,1,,,,,,Dulce,,,9,
,,,,"297 West Mariposa Street",297,"West Mariposa Street",,No,,Altadena,QUAG,"Coast live oak; California live oak",Fair,,,,,,,10/7/2025,,,31,>30in,,,,,,,,23,Fagaceae,,Quercus,0101000020110F00008FA481724A1669C102FD127AC9EF4E41,,,,,,Yes,N/A,,,,,,,,,,10/7/2025,10/9/2025,Marian,,"Quercus agrifolia",34.194368733801,,-118.15407602565,,,,,,,,18,,1,,,,,image.jpg_pg_68e568bf1ba5d.jpg,,,,65564,"Altadena Tree Protection: Properties Served",,,,30,Alive,,,,,,,,,,1,,,,,,Dulce,,,26,
,,,,"297 West Mariposa Street",297,"West Mariposa Street",,No,,Altadena,QUAG,"Coast live oak; California live oak",Fair,,,,,,,10/7/2025,,,33,>30in,,,,,,,,27,Fagaceae,,Quercus,0101000020110F0000EC6266074A1669C1B34E25DFCDEF4E41,,,,,,Yes,N/A,,,,,,,,,,10/7/2025,10/9/2025,Marian,,"Quercus agrifolia",34.19443404319,,-118.15404595835,,,,,,,,21,,1,,,,,image.jpg_pg_68e5676db7c16.jpg,,,,65563,"Altadena Tree Protection: Properties Served",,,,21,Alive,,,,,,,,500,,1,,,,,,Dulce,,,26,
,,,,"297 West Mariposa Street",297,"West Mariposa Street",,No,,Altadena,MA2,"Apple Species",Good,,,,,,,10/7/2025,,,5.5,3-6in,,,,,,,,4,,,Malus,0101000020110F00001514EDFA471669C10B36A7A0E6EF4E41,,,,,,Yes,N/A,,,,,,,,,,10/7/2025,10/9/2025,Marian,,"Malus ",34.194801928836,,-118.1538987262,,,,,,,,6,,1,,,,,image.jpg_pg_68e565fae1f6a.jpg,,,,65562,"Altadena Tree Protection: Properties Served",,,,7,Alive,,,,,,,,,,1,,,,,,Dulce,,,8,
,,,,"297 West Mariposa Street",297,"West Mariposa Street",,No,,Altadena,CISP,Citrus,Fair,,,,,,,10/7/2025,,,5,3-6in,,,,,,,,4,,,Citrus,0101000020110F00001514EDFA471669C10B36A7A0E6EF4E41,,,,,,Yes,N/A,,,,,,,,,,10/7/2025,10/9/2025,Marian,,"Citrus  species",34.194801928836,,-118.1538987262,,,,,,,,4,,1,,,,,image.jpg_pg_68e56545e1341.jpg,,,,65561,"Altadena Tree Protection: Properties Served",,,,4,Alive,,,,,,,,,,1,,,,,,Dulce,,,5,
,,,,"297 West Mariposa Street",297,"West Mariposa Street",,No,,Altadena,CISP,Citrus,Fair,,,,,,,10/7/2025,,,12,12-18in,,,,,,,,7,,,Citrus,0101000020110F0000DE140700491669C1C40A9A79E6EF4E41,,,,,,Yes,N/A,,,,,,,,,,10/7/2025,10/9/2025,Marian,,"Citrus  species",34.194799661946,,-118.15397202355,,,,,,,,6,,1,,,,,image.jpg_pg_68e5646dd5471.jpg,,,,65560,"Altadena Tree Protection: Properties Served",,,,5,Alive,,,,,,,,250,,1,,,,,,Dulce,,,7,
,,,,"2495 Highland Avenue",2495,"Highland Avenue",,No,,Altadena,QUAG,"Coast live oak; California live oak",Poor,,,,,,,10/7/2025,,,79,>30in,,,,,,,,19,Fagaceae,,Quercus,0101000020110F000000FA39D9B21469C1DC22BCDE50EE4E41,,,,,,Yes,N/A,,,,,,,,,,,10/9/2025,Marian,,"Quercus agrifolia",34.188771954625,,-118.12478385072,,,,,,,,7,,1,,,,,image.jpg_pg_68e560479237e.jpg,,,,65543,"Altadena Tree Protection: Properties Served",,,,28,Alive,,,,,,,,,,1,,,,,,Dulce,,,21,
,,,,"2557 Highland Avenue",2557,"Highland Avenue",,No,,Altadena,,,,,,,,,,10/7/2025,,,,N/A,,,,,,,,,,,,0101000020110F00003891FC1DB61469C1E7C27A5D94EE4E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.189775031157,,-118.12501874897,,,,,,,,,,1,,,,,,,,,65541,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Dulce,,,,
,,,,"2840 North Olive Avenue",2840,"North Olive Avenue",,No,,Altadena,ERJA,Loquat,Poor,,,,,,,10/7/2025,,,2.5,0-3in,2,1.5,,,,,,4,Rosaceae,,,0101000020110F000025ED3A45551669C1621B4367ABEF4E41,,,,,,Yes,N/A,,,,,,,,,,10/7/2025,10/9/2025,Marian,,"Eriobotrya japonica",34.193921823348,,-118.154853833,,,,,,,,3,,"Multiple Stems",,,,,image.jpg_pg_68e550a5aa5d2.jpg,,,,65490,"Altadena Tree Protection: Properties Served",,,,5,Alive,,,,,,,,"125 gal",,1,,,,,,Dulce,,,3,
,,,,"262 Jaxine Drive",262,"Jaxine Drive",,No,,Altadena,QUAG,"Coast live oak; California live oak",Good,,,,,,,10/7/2025,,,,N/A,,,,,,,,,Fagaceae,,Quercus,0101000020110F0000FF60E013DB1569C1702D36E8F6F24E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Quercus agrifolia",34.206455908107,,-118.14607242108,,,,,,,,,,1,,,,,,,,,65489,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"270 Jaxine Drive",270,"Jaxine Drive",,No,,Altadena,QUAG,"Coast live oak; California live oak",Poor,,,,,,,10/7/2025,,,28,24-30in,,,,,,,,,Fagaceae,,Quercus,0101000020110F0000B93B85FCD81569C1E8EE8349F6F24E41,,,,,,Yes,N/A,,,,,,,,,,,10/9/2025,Marian,,"Quercus agrifolia",34.206446697249,,-118.14592213405,,,,,,,,,,1,,,,,1000006444.jpg_pg_68e54fe1b14d8.jpg,,,,65488,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"2840 North Olive Avenue",2840,"North Olive Avenue",,No,,Altadena,CISP,Citrus,Fair,,,,,,,10/7/2025,,,,N/A,,,,,,,,3,,,Citrus,0101000020110F0000262894DA531669C1041CD86EA8EF4E41,,,,,,No,N/A,,,,,,,,,,10/7/2025,10/9/2025,Marian,,"Citrus  species",34.193877681509,,-118.15475202821,,,,,,,,2,,1,,,,,image.jpg_pg_68e54fe8d2290.jpg,,,,65487,"Altadena Tree Protection: Properties Served",,,,2,Alive,,,,,,,,"125 gal",,1,,,,,,Dulce,,,2,
,,,,"262 Jaxine Drive",262,"Jaxine Drive",,No,,Altadena,QUAG,"Coast live oak; California live oak",Fair,,,,,,,10/7/2025,,,14,12-18in,,,,,,,,,Fagaceae,,Quercus,0101000020110F0000AB473137DD1569C18C171758FCF24E41,,,,,,Yes,N/A,,,,,,,,,,,10/9/2025,Marian,,"Quercus agrifolia",34.206536693813,,-118.14622606556,,,,,,,,,,1,,,,,1000006443.jpg_pg_68e54f716942e.jpg,,,,65486,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"262 Jaxine Drive",262,"Jaxine Drive",,No,,Altadena,QUAG,"Coast live oak; California live oak",Fair,,,,,,,10/7/2025,,,7,6-12in,,,,,,,,,Fagaceae,,Quercus,0101000020110F000087E0E7E5DD1569C1E9C4D43FFEF24E41,,,,,,Yes,N/A,,,,,,,,,,,10/9/2025,Marian,,"Quercus agrifolia",34.206565002654,,-118.14627511169,,,,,,,,,,1,,,,,1000006442.jpg_pg_68e54f811ce9c.jpg,,,,65485,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"2823 Grandeur Avenue",2823,"Grandeur Avenue",,No,,Altadena,QUAG,"Coast live oak; California live oak",Good,,,,,,,10/7/2025,,,23,18-24in,,,,,,,,20,Fagaceae,,Quercus,0101000020110F0000727B26B8531669C17E744EB5A1EF4E41,,,,,,Yes,N/A,,,,,,,,,,10/7/2025,10/9/2025,Marian,,"Quercus agrifolia",34.193777747117,,-118.15474236334,,,,,,,,17,,1,,,,,image.jpg_pg_68e54f4369c31.jpg,,,,65484,"Altadena Tree Protection: Properties Served",,,,15,Alive,,,,,,,,"500 gal",,1,,,,,,Dulce,,,28,
,,,,"2840 North Olive Avenue",2840,"North Olive Avenue",,No,,Altadena,QUAG,"Coast live oak; California live oak",Good,,,,,,,10/7/2025,,,39,>30in,,,,,,,,20,Fagaceae,,Quercus,0101000020110F0000D8CEA24D531669C195DDCE6CA6EF4E41,,,,,,Yes,N/A,,,,,,,,,,10/7/2025,10/9/2025,Marian,,"Quercus agrifolia",34.193847841986,,-118.15471246226,,,,,,,,21,,1,,,,,image.jpg_pg_68e54dd0c47aa.jpg,,,,65483,"Altadena Tree Protection: Properties Served",,,,31,Alive,,,,,,,,"1000 gal",,1,,,,,,Dulce,,,26,
,,,,"262 Jaxine Drive",262,"Jaxine Drive",,No,,Altadena,QUAG,"Coast live oak; California live oak",Excellent,,,,,,,10/7/2025,,,,N/A,,,,,,,,,Fagaceae,,Quercus,0101000020110F0000E7FDB026DC1569C1C9F89D0405F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Quercus agrifolia",34.206665574744,,-118.14614956809,,,,,,,,,,1,,,,,,,,,65482,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"265 Jaxine Drive",265,"Jaxine Drive",,No,,Altadena,PIHA,"Aleppo pine",Fair,,,,,,,10/7/2025,,,,N/A,,,,,,,,,Pinaceae,,Pinus,0101000020110F00000FD9DF36DA1569C1DF12039509F34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Pinus halepensis",34.206733389123,,-118.1460103806,,,,,,,,,,1,,,,,,,,,65481,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"265 Jaxine Drive",265,"Jaxine Drive",,No,,Altadena,PIHA,"Aleppo pine",Fair,,,,,,,10/7/2025,,,,N/A,,,,,,,,,Pinaceae,,Pinus,0101000020110F0000A311A9FDD91569C1A2CA59B30BF34E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Pinus halepensis",34.206764866787,,-118.14599431929,,,,,,,,,,1,,,,,,,,,65480,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"2557 Highland Avenue",2557,"Highland Avenue",,No,,Altadena,QUAG,"Coast live oak; California live oak",Poor,,,,,,,10/7/2025,,,102,>30in,,,,,,,,11,Fagaceae,,Quercus,0101000020110F00003891FC1DB61469C1E7C27A5D94EE4E41,,,,,,Yes,N/A,,,,,,,,,,10/7/2025,10/9/2025,Marian,,"Quercus agrifolia",34.189775031157,,-118.12501874897,,,,,,,,12,,1,,,,,image.jpg_pg_68e53e9098435.jpg,,,,65479,"Altadena Tree Protection: Properties Served",,,,16,Alive,,,,,,,,,,1,,,,,,Dulce,,,25,
,,,,"2557 Highland Avenue",2557,"Highland Avenue",,No,,Altadena,HAHE,"Pink Trumpet Tree",Fair,,,,,,,10/7/2025,,,9,6-12in,,,,,,,,11,Bignoniaceae,,,0101000020110F00000FC3C036B01469C1927C1E8197EE4E41,,,,,,Yes,N/A,,,,,,,,,,10/7/2025,10/9/2025,Marian,,"Handroanthus heptaphyllus",34.189821684255,,-118.12459451014,,,,,,,,8,,1,,,,,image.jpg_pg_68e53cb58a493.jpg,,,,65478,"Altadena Tree Protection: Properties Served",,,,10,Alive,,,,,,,,,,1,,,,,,Dulce,,,11,
,,,,"1304 East Mendocino Street",1304,"East Mendocino Street",,No,,Altadena,N/A,"*Unknown Species",,,,,,,,10/7/2025,,,3,3-6in,,,,,,,,5,,,N/A,0101000020110F0000EEB44270A51469C16999907B81ED4E41,,,,,,No,N/A,,,,,,,,,,10/7/2025,10/9/2025,Marian,,"*Unknown Species",34.185689798045,,-118.12382013642,,,,,,,,4,,1,,,,,image.jpg_pg_68e53a3d75fac.jpg,,,,65476,"Altadena Tree Protection: Properties Served",,,,2,Alive,,,,,,,,"100 gal",,1,,,,,,Dulce,,,4,
